日付,曜日,特定日,856番台,,,,,,,,857番台,,,,,,,,858番台,,,,,,,,860番台,,,,,,,,861番台,,,,,,,,862番台,,,,,,,,863番台,,,,,,,,865番台,,,,,,,,866番台,,,,,,,,867番台,,,,,,,,868番台,,,,,,,,870番台,,,,,,,
,,,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差
2025-10-11,土,いいえ,-473,"2,149",8,6,1/154,3.21,53,19.0,-243,"1,130",4,1,1/226,2.81,61,3.0,+370,"2,908",13,6,1/153,2.84,53,19.0,-338,298,0,0,-,3.14,58,5.0,+542,"6,643",26,24,1/133,3.92,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-10,金,いいえ,-207,"4,384",16,14,1/146,3.30,54,-,-123,114,0,0,-,3.36,54,-,-380,615,1,1,1/308,3.11,55,1.0,-473,"1,322",4,3,1/189,3.06,59,4.0,-394,553,1,0,1/553,2.94,55,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-09,木,いいえ,-575,472,0,0,-,2.94,63,4.0,+592,"4,737",19,19,1/125,4.22,45,-,-331,783,2,2,1/196,3.25,59,6.0,-819,920,1,2,1/307,2.99,64,1.0,+122,"1,334",6,3,1/148,3.25,53,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-07,火,いいえ,-192,"3,324",11,9,1/166,2.88,51,3.0,+13,"1,441",6,3,1/160,3.12,59,4.0,-727,"2,838",8,9,1/167,3.13,53,2.0,-199,556,2,0,1/278,3.03,55,2.0,-327,583,1,2,1/194,3.38,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-06,月,はい,+778,"2,374",12,5,1/140,3.11,52,1.0,-402,"2,208",6,8,1/158,3.41,57,5.0,-20,"2,247",10,5,1/150,3.06,51,9.0,-703,"1,142",2,2,1/286,2.85,57,5.0,+445,"4,656",17,15,1/146,3.32,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-05,日,いいえ,-381,"2,302",8,4,1/192,2.60,65,1.0,-255,"1,953",8,2,1/195,2.53,57,6.0,-77,"2,775",10,10,1/139,3.61,50,-,-90,"1,582",5,6,1/144,3.56,51,1.0,-451,"1,607",5,3,1/201,2.84,64,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-04,土,いいえ,-690,750,0,2,1/375,3.09,63,2.0,-244,"2,325",9,5,1/166,2.88,61,22.0,-422,599,0,2,1/300,3.26,36,-,+15,"4,391",20,9,1/151,2.57,39,3.0,"-1,280","1,411",1,2,1/470,2.50,68,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-03,金,はい,+415,"1,097",6,3,1/122,3.53,56,10.0,-322,543,1,2,1/181,3.43,61,4.0,"+2,731","6,654",36,22,1/115,4.44,24,-,+661,"1,836",11,2,1/141,2.92,46,22.0,-290,"1,037",3,2,1/207,3.05,57,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-02,木,いいえ,+0,198,1,0,1/198,3.36,58,1.0,-111,"2,547",9,6,1/170,2.86,58,1.0,-300,890,2,3,1/178,3.36,61,3.0,-117,"1,137",4,3,1/162,3.28,38,-,-352,"1,587",5,3,1/198,2.86,57,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-01,水,いいえ,+334,"1,748",9,2,1/159,2.82,59,3.0,+198,777,4,2,1/130,3.47,56,39.0,-349,"1,075",3,3,1/179,3.25,66,7.0,"+1,295","7,673",32,28,1/128,4.17,17,-,-91,"1,185",5,1,1/198,2.84,59,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-30,火,いいえ,-368,337,0,0,-,3.09,68,10.0,-159,325,1,0,1/325,3.21,58,6.0,-348,"2,891",9,6,1/193,2.53,68,10.0,-325,"1,316",4,2,1/219,2.84,51,-,-915,"1,072",1,3,1/268,3.06,52,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-29,月,いいえ,-920,"2,392",5,9,1/171,3.33,70,15.0,+332,632,4,1,1/126,3.40,55,12.0,-808,"1,051",1,2,1/350,2.85,70,15.0,-104,83,0,0,-,3.40,43,8.0,-490,"8,039",25,32,1/141,3.97,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-28,日,いいえ,-499,335,0,0,-,3.09,54,54.0,"-1,110","4,833",14,11,1/193,2.19,65,2.0,-758,716,0,2,1/358,3.13,63,5.0,+396,"4,396",20,12,1/137,3.22,0,-,-987,"2,447",7,4,1/222,2.40,58,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-27,土,いいえ,-125,516,1,2,1/172,3.46,31,31.0,-499,638,1,1,1/319,3.08,62,13.0,+42,"1,309",6,3,1/145,3.28,49,8.0,"+1,633","6,091",26,25,1/119,4.56,0,-,-41,"2,459",11,6,1/145,3.15,41,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-26,金,はい,"+3,799","8,499",50,25,1/113,4.48,10,-,-644,"4,358",15,11,1/168,2.62,50,2.0,-335,"6,378",21,22,1/148,3.37,45,7.0,-298,"3,594",12,9,1/171,2.70,48,3.0,-767,"5,841",21,13,1/172,2.18,38,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-25,木,いいえ,-334,878,2,2,1/220,3.14,63,12.0,-392,"5,202",17,15,1/163,2.78,48,-,-485,"1,437",4,2,1/240,2.71,51,1.0,-425,411,0,0,-,3.01,51,1.0,+285,"2,231",10,6,1/139,3.31,50,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-23,火,はい,-568,"2,014",7,4,1/183,2.81,66,7.0,+154,"1,059",5,1,1/177,2.99,59,4.0,-114,"6,011",20,25,1/134,4.16,45,-,-476,"3,648",12,11,1/159,3.07,48,3.0,-255,"1,299",4,2,1/217,2.86,55,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-22,月,いいえ,-300,580,1,2,1/193,3.39,68,11.0,-364,"1,042",3,0,1/347,2.60,57,6.0,-53,"1,794",8,3,1/163,2.91,70,2.0,+143,833,5,0,1/167,3.01,51,2.0,-484,"2,695",10,6,1/168,2.80,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-21,日,いいえ,-998,"1,985",3,5,1/248,2.72,70,13.0,-293,"2,553",9,6,1/170,2.86,57,11.0,"-1,213","1,641",1,6,1/234,3.11,74,4.0,-757,"1,280",2,5,1/183,3.38,40,-,-582,"4,370",15,14,1/151,3.23,46,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-20,土,いいえ,-632,"1,310",4,0,1/328,2.42,67,4.0,-528,"1,035",1,4,1/207,3.33,58,12.0,-256,180,0,0,-,3.28,63,5.0,+977,"7,340",31,24,1/133,3.67,25,-,+135,"2,883",11,8,1/152,3.13,46,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-19,金,いいえ,-383,"2,183",7,7,1/156,3.30,61,8.0,-44,360,1,1,1/180,3.41,7,-,-640,922,2,1,1/307,2.86,68,7.0,+490,"1,067",6,3,1/119,3.57,38,31.0,+49,"1,296",6,1,1/185,2.81,53,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-18,木,いいえ,-46,198,1,0,1/198,3.36,56,25.0,"+1,961","8,343",38,31,1/121,4.54,0,-,-112,103,0,0,-,3.37,61,2.0,+448,"5,080",24,13,1/137,3.06,31,31.0,-652,647,0,2,1/324,3.21,59,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-17,水,いいえ,+272,"1,000",5,4,1/111,3.78,41,6.0,+225,"1,210",6,3,1/134,3.40,50,8.0,-825,953,1,1,1/477,2.74,67,17.0,-169,"2,268",8,5,1/174,2.85,42,1.0,-717,"2,218",7,5,1/185,2.81,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-16,火,はい,"+1,578","6,790",34,22,1/121,4.12,30,1.0,-38,725,3,0,1/242,2.94,48,18.0,-208,884,3,1,1/221,2.99,60,12.0,+302,"2,617",11,6,1/154,2.97,29,22.0,"+2,239","7,046",34,25,1/119,4.41,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-15,月,いいえ,"-1,160","1,581",1,5,1/264,2.96,69,15.0,+283,"4,771",18,17,1/136,3.71,36,13.0,-456,"4,825",16,17,1/146,3.48,54,8.0,"+1,669","3,920",22,14,1/109,4.38,23,-,-209,"1,763",6,5,1/160,3.22,46,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-14,日,いいえ,-77,"1,284",5,2,1/183,2.97,55,7.0,-849,"3,356",7,12,1/177,3.15,48,10.0,"-1,246","1,548",3,0,1/516,2.17,65,10.0,-805,"2,733",8,7,1/182,2.80,0,-,"+1,086","4,059",17,17,1/119,4.33,38,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-13,土,はい,+297,803,5,0,1/161,3.05,43,43.0,+15,"3,780",15,12,1/140,3.42,46,3.0,+283,"1,714",8,5,1/132,3.48,56,10.0,"+3,883","7,759",40,35,1/103,5.34,0,-,"-1,597","3,362",6,13,1/177,3.26,59,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-12,金,いいえ,"+2,175","5,204",31,15,1/113,4.11,28,-,-138,"1,216",5,3,1/152,3.28,51,23.0,-143,"1,229",4,3,1/176,3.17,58,3.0,-244,"2,133",7,5,1/178,2.90,55,4.0,-89,"1,112",4,2,1/185,3.07,55,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-11,木,いいえ,-512,"1,707",4,4,1/213,2.87,70,6.0,-527,"2,868",9,8,1/169,2.97,64,5.0,+164,"2,437",9,5,1/174,2.76,59,4.0,"-1,075","2,091",2,9,1/190,3.38,55,-,-333,709,2,2,1/177,3.34,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-10,水,いいえ,-810,"2,134",4,9,1/164,3.52,70,6.0,-549,639,1,0,1/639,2.85,64,3.0,-222,"1,237",5,1,1/206,2.79,61,14.0,+249,"1,972",9,4,1/152,3.04,44,-,-502,"2,353",8,5,1/181,2.76,47,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-09,火,いいえ,-582,765,2,0,1/383,2.80,61,15.0,-786,"1,243",2,2,1/311,2.74,61,15.0,-291,"2,259",10,3,1/174,2.60,61,15.0,+314,"3,876",15,12,1/144,3.32,46,18.0,+467,"4,391",19,13,1/137,3.35,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-07,日,いいえ,-154,"3,118",10,9,1/164,3.01,41,22.0,-722,803,1,0,1/803,2.67,53,12.0,-451,"1,113",3,2,1/223,2.97,59,1.0,-346,380,0,0,-,3.04,58,5.0,"+1,768","8,493",40,22,1/137,2.86,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-06,土,はい,"+1,432","5,649",31,10,1/138,2.43,34,-,+163,"3,311",14,9,1/144,3.17,47,5.0,+439,"2,811",15,4,1/148,2.67,42,8.0,-950,"1,503",2,2,1/376,2.49,57,6.0,-949,"5,503",19,13,1/172,2.31,51,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-05,金,いいえ,+265,"1,304",6,4,1/130,3.53,59,4.0,-136,267,1,0,1/267,3.28,48,2.0,+0,"5,484",22,14,1/152,2.70,46,4.0,-243,408,1,0,1/408,3.11,42,-,-379,"1,604",5,3,1/201,2.84,55,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-04,木,いいえ,-322,634,1,3,1/159,3.56,61,10.0,+727,"3,963",19,10,1/137,3.15,41,41.0,-705,"1,350",2,5,1/193,3.30,67,6.0,+407,673,5,1,1/112,3.46,0,-,-646,"4,101",13,13,1/158,3.11,51,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-03,水,はい,-379,"1,325",4,5,1/147,3.53,58,3.0,+158,694,4,0,1/174,3.07,42,42.0,-724,"2,319",6,7,1/178,3.06,63,5.0,"+3,800","5,993",39,18,1/105,4.66,0,-,-293,"1,613",5,4,1/179,3.06,55,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-02,火,いいえ,"+1,063","2,252",11,11,1/102,4.45,39,10.0,+450,"7,204",25,29,1/133,4.18,29,-,-19,701,3,1,1/175,3.21,61,6.0,-190,414,1,0,1/414,3.10,55,16.0,"-1,105","4,016",12,8,1/201,2.19,55,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-01,月,いいえ,+920,"3,936",18,15,1/119,4.18,44,-,-432,702,2,0,1/351,2.87,55,2.0,-285,401,1,0,1/401,3.12,61,6.0,-193,"1,359",5,2,1/194,2.88,55,2.0,+119,878,5,1,1/146,3.20,53,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-31,日,いいえ,-978,"2,624",6,7,1/202,2.75,63,8.0,-314,"2,946",10,9,1/155,3.20,55,1.0,-288,776,2,2,1/194,3.26,54,3.0,-311,"1,328",4,4,1/166,3.29,51,2.0,-548,"1,879",6,4,1/188,2.86,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-30,土,いいえ,-417,"1,020",2,4,1/170,3.45,58,8.0,-686,"1,069",2,3,1/214,3.15,60,2.0,"+1,085","2,291",14,7,1/109,3.91,42,5.0,+81,"3,185",13,9,1/145,3.21,50,8.0,+377,"5,316",19,20,1/136,3.84,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-29,金,いいえ,-57,92,0,0,-,3.39,12,-,-73,"2,343",8,9,1/138,3.67,55,2.0,+220,"2,424",9,8,1/143,3.46,53,5.0,-132,113,0,0,-,3.36,48,36.0,-143,"1,541",6,1,1/220,2.56,55,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-28,木,いいえ,"+1,791","4,277",22,20,1/102,4.95,0,-,-877,"1,250",3,1,1/313,2.60,61,13.0,-434,626,1,1,1/313,3.09,16,16.0,"+1,263","4,201",20,13,1/127,3.67,34,18.0,-210,876,3,0,1/292,2.77,48,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-27,水,いいえ,-169,"3,244",11,6,1/191,2.37,43,6.0,-149,121,0,0,-,3.35,48,5.0,"+2,528","5,544",28,23,1/109,4.85,0,-,+277,"1,162",5,3,1/145,3.35,50,2.0,+657,"3,130",16,7,1/136,3.10,37,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-26,火,はい,-81,"1,685",5,7,1/140,3.67,8,-,+307,"3,131",12,11,1/136,3.63,46,13.0,-934,"1,144",1,2,1/381,2.76,67,19.0,-78,"2,407",9,5,1/172,2.79,48,2.0,+115,"3,703",15,9,1/154,2.84,33,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-25,月,いいえ,"+1,589","5,855",26,25,1/115,4.73,0,-,-370,309,0,1,1/309,3.37,49,1.0,-608,"1,314",2,6,1/164,3.57,56,7.0,+299,"1,831",8,6,1/131,3.58,48,11.0,+539,"5,983",23,19,1/142,3.32,37,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-24,日,いいえ,-126,"3,199",12,9,1/152,3.10,48,5.0,+80,357,2,0,1/179,3.27,0,-,"+1,597","4,594",25,10,1/131,3.01,43,5.0,-184,"2,160",8,4,1/180,2.74,38,38.0,-160,562,2,1,1/187,3.27,55,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-23,土,はい,-737,"1,573",2,6,1/197,3.28,53,28.0,"+2,949","8,304",42,29,1/117,4.60,0,-,-384,656,1,2,1/219,3.30,61,8.0,+301,"7,314",25,32,1/128,4.49,25,25.0,+29,"1,115",5,3,1/139,3.41,53,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-22,金,いいえ,+203,"2,672",9,10,1/141,3.63,53,1.0,+239,"1,931",10,4,1/138,3.19,49,3.0,+335,622,4,1,1/124,3.41,52,3.0,+642,"4,269",19,10,1/147,2.81,46,-,-509,"1,187",3,2,1/237,2.89,49,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-21,木,いいえ,-317,283,0,1,1/283,3.40,55,2.0,-560,"1,371",2,6,1/171,3.50,53,7.0,+76,"3,638",12,13,1/146,3.51,40,-,-710,"1,158",2,2,1/290,2.83,61,6.0,+182,"4,868",19,16,1/139,3.49,46,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-20,水,いいえ,+37,"1,103",4,4,1/138,3.55,46,9.0,-125,"1,140",3,3,1/190,3.17,52,6.0,+74,"2,449",11,5,1/153,2.93,37,-,-290,488,1,0,1/488,3.02,55,2.0,-357,738,2,1,1/246,3.06,53,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-19,火,いいえ,+25,"2,935",12,7,1/154,2.94,46,10.0,-101,"1,451",5,4,1/161,3.25,13,-,"+1,861","6,301",31,19,1/126,3.73,36,23.0,-277,164,0,0,-,3.30,53,3.0,-374,"3,575",14,8,1/163,2.67,50,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-18,月,いいえ,+336,"1,716",7,7,1/123,3.84,53,12.0,+382,"5,265",17,28,1/117,4.84,0,-,-422,724,1,1,1/362,2.98,64,9.0,+0,"1,750",7,4,1/159,3.10,41,41.0,-526,"1,536",6,0,1/256,2.37,55,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-17,日,いいえ,-578,726,1,1,1/363,2.98,64,20.0,"+1,537","6,032",31,16,1/128,3.36,24,-,-549,469,0,1,1/469,3.18,67,3.0,-556,"7,690",26,27,1/145,3.49,32,8.0,+121,"1,716",7,6,1/132,3.61,44,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-16,土,はい,"-1,015","1,768",3,4,1/253,2.72,61,12.0,-454,"6,409",21,19,1/160,2.76,41,-,-902,"3,436",9,9,1/191,2.62,46,5.0,+41,"4,610",20,9,1/159,2.38,46,5.0,-827,"7,132",22,25,1/152,3.32,49,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
