日付,曜日,特定日,873番台,,,,,,,,875番台,,,,,,,,876番台,,,,,,,,877番台,,,,,,,,878番台,,,,,,,,880番台,,,,,,,,881番台,,,,,,,,882番台,,,,,,,,883番台,,,,,,,,885番台,,,,,,,,886番台,,,,,,,,887番台,,,,,,,,1078番台,,,,,,,,1080番台,,,,,,,,1081番台,,,,,,,,1082番台,,,,,,,,1083番台,,,,,,,,1085番台,,,,,,,,1086番台,,,,,,,,1087番台,,,,,,,,1088番台,,,,,,,,1100番台,,,,,,,,1101番台,,,,,,,,1102番台,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差
2025-10-25,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,975","4,087",0,10,1/409,-,66,5.0,+900,"5,613",0,11,1/510,-,19,3.0,"-1,640","2,248",0,3,1/749,-,61,2.0,"+1,296","2,587",0,5,1/517,-,16,-,+429,"5,058",0,11,1/460,-,59,1.0,"-1,143","3,571",0,6,1/595,-,16,-,"-2,067","3,761",0,8,1/470,-,58,31.0,"-2,767","4,996",0,13,1/384,-,61,2.0,+513,"4,016",0,11,1/365,-,27,5.0,"-1,119","2,464",0,6,1/411,-,90,24.0,"+5,972","7,285",0,19,1/383,-,22,3.0,-855,"2,486",0,5,1/497,-,16,-
2025-10-24,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,923","2,628",0,6,1/438,-,43,2.0,+994,"2,727",0,8,1/341,-,41,9.0,"-3,736","6,269",0,15,1/418,-,49,6.0,"-1,385","1,653",0,3,1/551,-,19,5.0,"-1,392","2,928",0,7,1/418,-,69,9.0,+373,"3,157",0,8,1/395,-,14,5.0,"+4,139","6,205",0,16,1/388,-,32,5.0,+208,"1,943",0,3,1/648,-,24,5.0,-300,537,0,1,1/537,-,27,3.0,-740,"4,205",0,11,1/382,-,83,14.0,"-1,174","1,255",0,3,1/418,-,60,11.0,"+4,410","6,432",0,12,1/536,-,9,-
2025-10-23,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,691","8,564",0,23,1/372,-,39,11.0,-746,"1,594",0,3,1/531,-,55,8.0,"+1,861","6,154",0,15,1/410,-,18,4.0,+27,"2,828",0,7,1/404,-,12,-,-967,"1,381",0,4,1/345,-,63,5.0,+569,"6,478",0,17,1/381,-,14,2.0,"-1,037","1,196",0,2,1/598,-,58,3.0,"-1,217","1,613",0,4,1/403,-,40,1.0,"+2,622","5,823",0,10,1/582,-,28,6.0,-927,"2,396",0,8,1/300,-,70,7.0,"-2,999","2,805",0,5,1/561,-,47,7.0,-874,"2,072",0,6,1/345,-,22,4.0
2025-10-22,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,479","1,677",0,4,1/419,-,86,22.0,"-1,181","2,546",0,5,1/509,-,49,1.0,+978,"3,536",0,12,1/295,-,48,2.0,-69,343,0,1,1/343,-,18,2.0,"+1,042","2,599",0,4,1/650,-,46,1.0,"+2,543","4,851",0,12,1/404,-,16,1.0,-696,"1,675",0,4,1/419,-,51,2.0,-548,"2,614",0,6,1/436,-,26,1.0,-783,799,0,2,1/400,-,45,19.0,-351,"2,515",0,6,1/419,-,64,13.0,+346,373,0,1,1/373,-,25,7.0,-452,"1,889",0,7,1/270,-,15,-
2025-10-21,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-92,"2,970",0,9,1/330,-,78,15.0,"+3,030","5,974",0,8,1/747,-,32,8.0,-256,"3,718",0,7,1/531,-,81,3.0,"+2,195","3,141",0,4,1/785,-,22,6.0,"-2,725","7,624",0,18,1/424,-,88,7.0,"+2,006","1,656",0,2,1/828,-,16,5.0,-948,"4,925",0,12,1/410,-,44,1.0,"-1,530","4,762",0,10,1/476,-,24,2.0,-712,"1,971",0,4,1/493,-,38,6.0,+707,"8,577",0,21,1/408,-,63,19.0,"-1,896","2,145",0,5,1/429,-,43,5.0,"+5,239","3,944",0,5,1/789,-,11,-
2025-10-20,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,990","8,736",0,22,1/397,-,52,1.0,"-1,108","3,724",0,9,1/414,-,81,12.0,-806,"1,700",0,3,1/567,-,42,1.0,"-1,128",929,0,2,1/465,-,69,17.0,-665,"3,541",0,5,1/708,-,85,4.0,"-1,878","1,814",0,3,1/605,-,41,5.0,"-3,080","4,498",0,10,1/450,-,51,9.0,"-2,492","3,126",0,9,1/347,-,19,7.0,"-1,039","2,117",0,6,1/353,-,36,17.0,"-1,531","7,263",0,23,1/316,-,93,8.0,"+4,276","7,533",0,15,1/502,-,41,5.0,+36,"4,101",0,4,1/1025,-,12,-
2025-10-19,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,327","4,950",0,14,1/354,-,55,3.0,"-1,515","3,574",0,7,1/511,-,55,3.0,"-1,615","5,208",0,14,1/372,-,52,18.0,-809,"2,459",0,4,1/615,-,62,7.0,"-2,823","4,701",0,8,1/588,-,74,12.0,-893,"2,902",0,7,1/415,-,34,11.0,"-1,604","2,206",0,5,1/441,-,23,5.0,"+1,172","3,581",0,7,1/512,-,16,-,-736,526,0,1,1/526,-,34,11.0,"-1,999","2,758",0,7,1/394,-,92,7.0,"-1,437","6,221",0,18,1/346,-,85,11.0,-509,708,0,2,1/354,-,18,2.0
2025-10-18,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,354","5,589",0,14,1/399,-,52,5.0,"-2,015","4,250",0,14,1/304,-,47,11.0,-828,"6,101",0,15,1/407,-,21,2.0,+433,"3,677",0,7,1/525,-,61,9.0,"-1,544","2,474",0,3,1/825,-,36,11.0,-343,"3,463",0,10,1/346,-,25,3.0,"+5,183","5,587",0,13,1/430,-,16,-,"+2,974","4,668",0,11,1/424,-,16,-,"+7,208","7,351",0,12,1/613,-,22,1.0,"-1,441","6,499",0,17,1/382,-,90,18.0,"-2,131","3,064",0,7,1/438,-,72,11.0,+155,"2,696",0,6,1/449,-,19,3.0
2025-10-17,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,225","2,426",0,4,1/607,-,82,19.0,-146,"2,585",0,6,1/431,-,34,10.0,+72,"7,685",0,22,1/349,-,14,-,+0,"1,758",0,3,1/586,-,35,1.0,-743,843,0,2,1/422,-,18,4.0,"+3,328","5,882",0,12,1/490,-,24,6.0,+0,"2,658",0,6,1/443,-,48,9.0,+72,"7,355",0,20,1/368,-,24,6.0,"-1,634","2,455",0,6,1/409,-,63,1.0,"-3,791","4,127",0,11,1/375,-,84,2.0,-544,"5,049",0,13,1/388,-,62,14.0,-258,"3,746",0,12,1/312,-,39,4.0
2025-10-16,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-840,"2,635",0,6,1/439,-,69,8.0,-139,"2,017",0,6,1/336,-,28,2.0,-783,"2,627",0,7,1/375,-,26,12.0,"-1,127",861,0,2,1/431,-,51,6.0,"+2,532","3,263",0,6,1/544,-,14,-,-65,598,0,4,1/150,-,55,4.0,-770,"2,079",0,6,1/347,-,79,10.0,"+3,498","4,003",0,4,1/1001,-,34,6.0,+230,"1,500",0,3,1/500,-,61,6.0,-473,"1,940",0,3,1/647,-,69,8.0,+143,"4,998",0,16,1/312,-,61,6.0,"-1,281","2,430",0,4,1/608,-,45,11.0
2025-10-15,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,072","6,543",0,13,1/503,-,64,10.0,+191,431,0,1,1/431,-,44,20.0,-571,"1,882",0,4,1/471,-,22,-,"-1,457","1,530",0,3,1/510,-,49,5.0,-743,"2,180",0,5,1/436,-,24,2.0,+172,"3,555",0,6,1/593,-,64,10.0,-527,"2,606",0,7,1/372,-,52,3.0,-373,"3,521",0,9,1/391,-,78,14.0,-486,"2,088",0,5,1/418,-,84,1.0,-892,"3,334",0,7,1/476,-,54,2.0,"-1,226","1,882",0,5,1/376,-,83,5.0,"+2,981","3,594",0,7,1/513,-,44,20.0
2025-10-14,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,348","5,220",0,14,1/373,-,61,2.0,+321,"1,197",0,3,1/399,-,59,1.0,"+2,648","5,408",0,15,1/361,-,16,-,"-2,305","3,103",0,6,1/517,-,43,15.0,"-1,199","6,340",0,15,1/423,-,19,3.0,"-1,338","3,625",0,7,1/518,-,83,7.0,"-2,368","2,436",0,6,1/406,-,28,9.0,"-1,915","1,977",0,5,1/395,-,54,5.0,"-1,015","2,235",0,6,1/373,-,66,5.0,+782,"5,403",0,13,1/416,-,49,6.0,"-1,085","2,716",0,7,1/388,-,76,10.0,"+4,243","4,137",0,5,1/827,-,58,4.0
2025-10-13,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,799","6,677",0,15,1/445,-,94,7.0,+96,467,0,1,1/467,-,64,17.0,"-2,444","3,735",0,10,1/374,-,22,15.0,-420,330,0,1,1/330,-,26,4.0,-349,"3,576",0,6,1/596,-,7,-,-397,"4,791",0,11,1/436,-,86,7.0,"+1,714","5,598",0,15,1/373,-,22,15.0,"-2,609","3,528",0,7,1/504,-,47,13.0,"-2,908","4,738",0,8,1/592,-,34,8.0,-944,"2,152",0,7,1/307,-,79,15.0,"-2,650","4,592",0,9,1/510,-,64,17.0,"-1,319","2,149",0,6,1/358,-,87,1.0
2025-10-12,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,666","5,329",0,12,1/444,-,85,6.0,-930,"4,271",0,9,1/475,-,86,1.0,"+1,004","6,915",0,19,1/364,-,16,10.0,"-1,138","1,943",0,4,1/486,-,25,6.0,"+2,896","4,444",0,10,1/444,-,6,-,-325,"2,164",0,6,1/361,-,85,6.0,-314,"4,599",0,14,1/329,-,65,26.0,"+2,532","3,052",0,3,1/1017,-,19,3.0,+237,"5,001",0,15,1/333,-,25,6.0,-172,"7,012",0,19,1/369,-,79,14.0,"-2,655","3,373",0,6,1/562,-,39,14.0,"-1,687","4,978",0,10,1/498,-,91,5.0
2025-10-11,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,135","6,740",0,18,1/374,-,74,8.0,"-1,176","5,267",0,15,1/351,-,76,2.0,"+1,437","5,897",0,8,1/737,-,16,10.0,"+4,875","5,332",0,11,1/485,-,21,5.0,"+4,486","6,105",0,9,1/678,-,6,-,-714,"7,581",0,18,1/421,-,79,3.0,"-1,409","2,360",0,5,1/472,-,29,8.0,"-1,234","5,147",0,12,1/429,-,29,8.0,"-1,636","4,512",0,12,1/376,-,34,4.0,-317,"5,964",0,13,1/459,-,66,32.0,+461,"4,342",0,12,1/362,-,30,1.0,"-3,645","4,331",0,8,1/541,-,90,11.0
2025-10-10,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,633","4,420",0,11,1/402,-,30,3.0,-325,"4,562",0,11,1/415,-,83,15.0,-537,454,0,1,1/454,-,36,4.0,"+13,329","9,390",0,14,1/671,-,32,2.0,-687,"3,200",0,9,1/356,-,12,-,"-2,084","6,385",0,16,1/399,-,68,26.0,"-2,183","2,310",0,4,1/578,-,24,5.0,"-1,802","4,222",0,10,1/422,-,19,7.0,-915,"6,183",0,12,1/515,-,27,2.0,"-3,878","5,703",0,10,1/570,-,42,6.0,"-1,760","6,779",0,16,1/424,-,25,1.0,"-2,638","8,046",0,19,1/423,-,84,1.0
2025-10-09,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,902","3,506",0,7,1/501,-,19,3.0,"-2,846","3,353",0,6,1/559,-,83,11.0,"-1,528","4,645",0,10,1/465,-,28,5.0,"-1,817","2,839",0,9,1/315,-,72,7.0,"+1,223","3,443",0,8,1/430,-,11,1.0,"-2,158","2,593",0,6,1/432,-,62,34.0,"+1,170","6,454",0,16,1/403,-,16,5.0,-287,709,0,3,1/236,-,10,-,-822,"5,101",0,12,1/425,-,21,2.0,+925,"3,774",0,5,1/755,-,21,2.0,"+2,146","3,125",0,7,1/446,-,23,2.0,"-2,468","3,048",0,6,1/508,-,65,3.0
2025-10-08,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-202,"2,703",0,7,1/386,-,10,4.0,-317,550,0,2,1/275,-,64,5.0,"+2,801","4,209",0,10,1/421,-,28,12.0,"-1,523","6,226",0,18,1/346,-,54,8.0,+326,"3,074",0,7,1/439,-,11,1.0,"+2,291","3,977",0,13,1/306,-,58,4.0,"+1,701","6,575",0,18,1/365,-,30,2.0,+714,"3,341",0,7,1/477,-,6,-,"+1,209","2,522",0,6,1/420,-,16,5.0,-240,"2,865",0,7,1/409,-,46,5.0,"-2,815","3,822",0,10,1/382,-,59,1.0,"-2,110","2,048",0,3,1/683,-,41,11.0
2025-10-07,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+575,"6,019",0,10,1/602,-,9,-,"-2,877","6,410",0,14,1/458,-,51,13.0,-273,"2,013",0,4,1/503,-,38,12.0,+266,"1,686",0,5,1/337,-,25,7.0,"+2,545","5,881",0,14,1/420,-,16,5.0,"-1,710","4,597",0,10,1/460,-,89,37.0,"-1,338","1,420",0,4,1/355,-,52,1.0,-827,918,0,3,1/306,-,11,2.0,"+2,178","5,556",0,9,1/617,-,16,5.0,+72,"4,033",0,9,1/448,-,18,2.0,-680,"2,878",0,7,1/411,-,18,2.0,-192,712,0,1,1/712,-,26,1.0
2025-10-05,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,010","7,953",0,20,1/398,-,9,-,"-1,088","2,997",0,8,1/375,-,43,4.0,"-1,382","2,539",0,8,1/317,-,31,12.0,"-1,562","7,133",0,14,1/510,-,76,32.0,"+1,068","3,962",0,11,1/360,-,16,7.0,"-2,931","5,224",0,12,1/435,-,88,12.0,-935,"1,524",0,2,1/762,-,44,1.0,"+1,577","7,196",0,13,1/554,-,9,-,"-1,917","4,379",0,14,1/313,-,32,1.0,"-1,543","1,602",0,2,1/801,-,39,7.0,+443,"8,168",0,23,1/355,-,19,3.0,"+1,842","6,001",0,15,1/400,-,32,1.0
2025-10-04,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-52,"4,900",0,13,1/377,-,10,1.0,"+4,809","5,153",0,8,1/644,-,25,4.0,"+7,150","7,797",0,16,1/487,-,28,3.0,-963,"2,545",0,4,1/636,-,28,3.0,+761,"6,144",0,13,1/473,-,16,6.0,"-1,602","3,764",0,11,1/342,-,58,16.0,"+5,190","6,846",0,20,1/342,-,42,7.0,"+3,039","7,291",0,20,1/365,-,9,-,+795,"4,688",0,14,1/335,-,31,2.0,-274,840,0,3,1/280,-,35,4.0,-519,"6,604",0,17,1/388,-,21,5.0,-345,"5,381",0,12,1/448,-,29,1.0
2025-10-03,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+8,119","3,633",0,3,1/1211,-,6,-,"-3,289","3,195",0,6,1/533,-,42,2.0,-345,"6,712",0,16,1/420,-,72,27.0,"-1,230","2,669",0,7,1/381,-,25,3.0,"-2,421","6,050",0,16,1/378,-,42,2.0,"-2,303","3,145",0,8,1/393,-,40,11.0,"-1,228","3,216",0,9,1/357,-,87,15.0,"+4,560","5,176",0,9,1/575,-,9,3.0,-668,"3,653",0,12,1/304,-,45,3.0,+990,"8,311",0,22,1/378,-,22,1.0,"+1,651","5,412",0,10,1/541,-,21,12.0,+818,"3,715",0,7,1/531,-,29,4.0
2025-10-02,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+4,948","7,018",0,11,1/638,-,11,-,"-1,459","2,408",0,5,1/482,-,25,3.0,-275,"5,606",0,15,1/374,-,69,18.0,-33,279,0,1,1/279,-,11,-,-952,893,0,2,1/447,-,26,1.0,"-1,090","1,793",0,4,1/448,-,22,7.0,-319,"1,686",0,6,1/281,-,92,23.0,-366,"1,663",0,4,1/416,-,15,4.0,-688,"3,153",0,11,1/287,-,42,7.0,-934,"1,267",0,2,1/634,-,35,6.0,"-1,247","3,955",0,8,1/494,-,29,3.0,-808,"4,107",0,12,1/342,-,51,9.0
2025-10-01,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-684,"3,502",0,7,1/500,-,25,7.0,+173,"3,051",0,10,1/305,-,14,2.0,"-1,937","4,288",0,11,1/390,-,57,17.0,+697,"3,056",0,9,1/340,-,12,3.0,+230,"1,275",0,3,1/425,-,32,7.0,-113,223,0,1,1/223,-,15,1.0,"-2,016","6,004",0,12,1/500,-,92,35.0,"+1,228","1,734",0,4,1/434,-,9,-,-78,"2,642",0,6,1/440,-,33,1.0,"-1,039","4,775",0,13,1/367,-,16,1.0,-866,731,0,1,1/731,-,18,2.0,-646,"1,944",0,5,1/389,-,40,7.0
2025-09-30,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-756,"2,373",0,8,1/297,-,16,2.0,-125,"7,264",0,21,1/346,-,21,2.0,-768,"2,512",0,4,1/628,-,47,2.0,+913,"8,611",0,17,1/507,-,21,2.0,"-1,287","3,124",0,6,1/521,-,45,7.0,"+3,009","7,123",0,17,1/419,-,9,-,"-1,778","5,983",0,14,1/427,-,78,31.0,-436,"5,640",0,12,1/470,-,24,3.0,"+7,731","8,483",0,21,1/404,-,32,8.0,"+2,526","8,694",0,20,1/435,-,14,5.0,"+5,026","7,790",0,10,1/779,-,19,3.0,-910,"4,867",0,10,1/487,-,38,6.0
