日付,曜日,特定日,1118番台,,,,,,,,1120番台,,,,,,,,1121番台,,,,,,,,1122番台,,,,,,,,1123番台,,,,,,,,1125番台,,,,,,,,1126番台,,,,,,,,1127番台,,,,,,,,1128番台,,,,,,,,1130番台,,,,,,,,1131番台,,,,,,,,1132番台,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差
2025-08-19,火,いいえ,"-1,620","7,616",27,15,1/181,-,91,29.0,"-3,273","5,468",14,7,1/260,-,25,2.0,-132,"4,830",21,6,1/179,-,62,1.0,"-2,088","3,619",9,5,1/259,-,22,6.0,"+2,002","3,287",19,9,1/117,-,11,-,"-3,531","6,018",15,9,1/251,-,34,9.0,"+4,664","5,423",38,9,1/115,-,22,6.0,+331,"5,384",25,7,1/168,-,14,3.0,"+4,203","9,177",47,27,1/124,-,23,1.0,"-1,336","1,508",2,2,1/377,-,61,27.0,+501,"1,020",6,2,1/128,-,16,2.0,"-4,161","4,806",8,6,1/343,-,92,1.0
2025-08-18,月,いいえ,"-1,363","4,136",14,5,1/218,-,85,1.0,+563,"1,207",7,2,1/134,-,18,5.0,"+1,031","8,817",40,18,1/152,-,48,15.0,-667,426,0,0,-,-,13,2.0,+29,"4,969",20,12,1/155,-,11,-,"-1,547","3,333",10,5,1/222,-,31,2.0,"+2,660","2,134",18,3,1/102,-,31,2.0,-924,685,0,1,1/685,-,33,2.0,"-1,105","8,260",32,17,1/169,-,73,25.0,"+1,174","4,966",26,6,1/155,-,48,15.0,+883,"1,291",8,2,1/129,-,29,11.0,-346,"3,503",14,5,1/184,-,84,11.0
2025-08-17,日,はい,"-2,514","4,043",10,5,1/270,-,84,16.0,"+1,738","5,640",29,11,1/141,-,23,4.0,"-2,567","5,541",15,13,1/198,-,91,5.0,"+1,696","7,320",34,21,1/133,-,6,-,"+1,157","6,123",28,17,1/136,-,16,10.0,-298,"7,040",30,9,1/181,-,19,3.0,"-1,668","5,766",19,11,1/192,-,59,8.0,"+1,593","5,743",28,14,1/137,-,33,10.0,"-2,873","8,177",24,20,1/186,-,51,8.0,"-1,323","4,250",13,10,1/185,-,86,2.0,"+1,652","5,130",26,10,1/143,-,43,10.0,"-2,178","6,573",22,13,1/188,-,68,9.0
2025-08-16,土,はい,"-2,873","4,087",9,7,1/255,-,72,6.0,"+2,758","6,190",29,26,1/113,-,22,3.0,-608,"7,885",34,12,1/171,-,84,12.0,"+3,292","5,025",30,13,1/117,-,6,-,"+1,614","2,722",17,4,1/130,-,16,10.0,"+1,607","3,291",18,7,1/132,-,19,3.0,"-2,089","5,982",19,11,1/199,-,50,7.0,"-1,333","3,028",11,2,1/233,-,43,5.0,"-3,081","9,070",29,13,1/216,-,38,16.0,"-4,657","4,106",4,4,1/513,-,60,10.0,"-4,443","5,284",9,8,1/311,-,66,4.0,"-1,780","6,552",25,9,1/193,-,62,2.0
2025-08-15,金,いいえ,"-1,429","5,219",20,7,1/193,-,27,2.0,"-2,980","5,347",11,15,1/206,-,49,1.0,-22,"3,961",16,6,1/180,-,32,5.0,"+1,677","7,706",35,19,1/143,-,6,-,"-2,111","4,288",14,5,1/226,-,25,4.0,-734,"1,800",6,3,1/200,-,21,1.0,-486,"6,458",24,14,1/170,-,16,10.0,"-1,663","3,425",10,5,1/228,-,45,13.0,"+2,410","8,863",39,27,1/134,-,20,4.0,"-1,784","6,375",22,10,1/199,-,57,8.0,"-1,377","5,008",14,14,1/179,-,49,1.0,+361,"3,107",15,3,1/173,-,48,3.0
2025-08-14,木,いいえ,"-1,495","3,505",12,2,1/250,-,21,1.0,"-2,467","4,825",14,7,1/230,-,31,9.0,"-2,955","6,941",20,13,1/210,-,34,3.0,-681,"5,071",18,13,1/164,-,15,4.0,"-1,336","4,796",16,8,1/200,-,11,-,+75,"3,354",14,7,1/160,-,20,5.0,+481,"4,795",22,8,1/160,-,11,-,+360,"4,456",18,14,1/139,-,34,3.0,"-2,551","8,658",30,15,1/192,-,22,1.0,"-5,179","4,807",3,12,1/320,-,52,6.0,"+1,805","7,302",34,17,1/143,-,46,12.0,"-3,437","6,750",18,12,1/225,-,80,28.0
2025-08-13,水,いいえ,"+1,716","4,579",24,10,1/135,-,11,5.0,"+2,289","1,358",13,2,1/91,-,14,1.0,-90,"6,093",27,9,1/169,-,19,5.0,"+5,071","3,780",27,16,1/88,-,19,5.0,"+2,243","3,484",19,11,1/116,-,6,-,"+4,738","7,870",47,17,1/123,-,19,5.0,"-2,276","4,940",14,9,1/215,-,14,1.0,"+2,198","5,648",29,13,1/134,-,22,3.0,"+2,857","6,280",32,18,1/126,-,13,2.0,+991,"4,309",22,6,1/154,-,45,2.0,+261,"3,254",15,5,1/163,-,43,21.0,-367,"6,936",29,12,1/169,-,65,20.0
2025-08-12,火,いいえ,+640,"4,840",22,9,1/156,-,19,3.0,-38,"4,799",18,13,1/155,-,34,12.0,"+1,202","5,720",26,17,1/133,-,15,9.0,-816,"1,681",4,4,1/210,-,21,2.0,"+1,957","6,146",31,13,1/140,-,6,-,"-4,622","5,328",8,11,1/280,-,22,1.0,+603,"7,904",32,23,1/144,-,6,-,"-2,790","8,022",24,16,1/201,-,51,6.0,"-4,406","5,068",9,8,1/298,-,16,1.0,"+1,291","5,111",27,7,1/150,-,38,4.0,-791,"4,154",16,6,1/189,-,76,25.0,"-5,311","6,831",12,13,1/273,-,45,7.0
2025-08-11,月,いいえ,-726,"8,101",31,15,1/176,-,26,2.0,"-1,525","5,167",14,17,1/167,-,19,4.0,"-5,146","6,592",10,14,1/275,-,22,3.0,"+6,550","6,260",46,14,1/104,-,15,4.0,"-1,144","4,316",13,11,1/180,-,8,2.0,"+3,124","3,875",28,4,1/121,-,6,-,+243,"6,188",28,9,1/167,-,9,1.0,"-1,481","9,314",34,19,1/176,-,32,6.0,+356,"5,407",24,11,1/154,-,11,2.0,"-2,527","4,845",11,11,1/220,-,41,9.0,"-2,416","7,019",23,11,1/206,-,64,23.0,+639,"5,156",24,12,1/143,-,24,2.0
2025-08-10,日,はい,-804,"5,610",22,9,1/181,-,15,1.0,"+2,714","7,317",40,10,1/146,-,9,1.0,"+1,242","6,317",31,15,1/137,-,13,1.0,+659,"5,540",25,9,1/163,-,28,5.0,+675,"5,129",22,13,1/147,-,14,1.0,"-1,423","5,712",22,5,1/212,-,8,-,"-1,024","6,208",25,8,1/188,-,18,3.0,+994,"5,752",27,12,1/147,-,18,3.0,-328,"4,963",21,9,1/165,-,12,3.0,+500,"6,180",28,12,1/155,-,38,10.0,"-4,340","6,365",13,14,1/236,-,49,11.0,"-1,123","6,367",24,11,1/182,-,23,5.0
2025-08-09,土,はい,"+3,627","5,491",32,18,1/110,-,11,5.0,-433,"3,405",13,7,1/170,-,22,1.0,"+4,907","3,508",28,14,1/84,-,19,4.0,"+1,360","7,210",35,14,1/147,-,42,1.0,"+6,448","3,975",36,10,1/86,-,13,2.0,"+2,261","1,474",13,3,1/92,-,6,-,"+1,787","9,125",43,20,1/145,-,11,5.0,"-3,848","7,709",23,5,1/275,-,19,4.0,+883,"4,733",22,12,1/139,-,15,2.0,"-5,352","5,994",10,8,1/333,-,41,2.0,+685,"4,888",21,13,1/144,-,39,17.0,"+1,184","4,793",21,14,1/137,-,21,2.0
2025-08-08,金,いいえ,"-1,451","3,139",8,9,1/185,-,13,2.0,-327,"7,497",28,22,1/150,-,10,3.0,-170,"3,891",15,10,1/156,-,21,5.0,"-2,380","5,412",17,8,1/216,-,51,10.0,"+2,715","5,889",34,9,1/137,-,16,1.0,-154,"3,282",13,6,1/173,-,7,-,"+2,498","5,737",35,4,1/147,-,11,1.0,+337,"4,704",24,3,1/174,-,11,1.0,"+3,819","3,532",24,14,1/93,-,15,2.0,"-4,764","5,969",12,8,1/298,-,30,9.0,"-1,213","6,552",25,8,1/199,-,33,3.0,"-1,033","8,978",33,20,1/169,-,41,8.0
2025-08-07,木,いいえ,"+5,726","5,637",37,19,1/101,-,13,2.0,+397,"6,650",28,15,1/155,-,6,-,"+3,797","3,976",27,14,1/97,-,22,2.0,"-2,815","6,357",17,15,1/199,-,30,6.0,"+1,240","4,333",24,5,1/149,-,22,2.0,"+5,601","7,476",49,14,1/119,-,6,-,"+2,037","5,760",31,11,1/137,-,22,2.0,"+3,240","5,592",32,13,1/124,-,11,5.0,+182,"5,554",23,14,1/150,-,15,2.0,+730,"8,231",36,20,1/147,-,20,4.0,"+2,403","4,555",27,9,1/127,-,16,1.0,"-2,045","4,772",14,7,1/227,-,24,2.0
2025-08-06,水,いいえ,"-1,673","2,510",6,2,1/314,-,31,2.0,"-1,083","6,235",23,12,1/178,-,8,1.0,"+1,681","4,860",22,17,1/125,-,22,1.0,"+1,657","5,618",28,13,1/137,-,16,8.0,+431,"4,313",19,10,1/149,-,29,7.0,+909,"5,363",25,11,1/149,-,7,-,+625,"4,050",17,14,1/131,-,22,1.0,"-3,457","5,763",17,6,1/251,-,18,2.0,"+6,170","7,221",49,16,1/111,-,20,1.0,"+4,239","3,865",30,8,1/102,-,19,1.0,-779,"4,118",13,13,1/158,-,45,14.0,"+2,617","7,608",40,13,1/144,-,21,1.0
2025-08-05,火,いいえ,"+1,934","3,317",20,4,1/138,-,19,8.0,"+1,915","3,847",19,14,1/117,-,11,4.0,"-4,234","5,978",14,7,1/285,-,25,6.0,"+2,618","6,018",35,9,1/137,-,19,8.0,-230,"5,754",22,15,1/156,-,46,3.0,+584,"3,975",18,8,1/153,-,7,1.0,"-1,080","6,802",26,11,1/184,-,28,3.0,+955,"7,358",38,5,1/171,-,6,-,"-3,669","7,426",18,18,1/206,-,51,5.0,"+1,114","2,688",13,11,1/112,-,30,2.0,-727,"3,429",11,10,1/163,-,38,8.0,"-1,244","9,378",36,15,1/184,-,43,5.0
2025-08-03,日,はい,"+1,010","7,735",34,19,1/146,-,16,8.0,"+1,965","6,272",31,14,1/139,-,16,8.0,"+1,369","4,567",25,7,1/143,-,18,2.0,"-3,345","6,950",20,11,1/224,-,44,2.0,"-3,940","5,043",12,4,1/315,-,46,2.0,+684,"5,296",27,6,1/160,-,6,-,"-2,108","8,366",30,15,1/186,-,30,12.0,"+1,026","5,746",27,13,1/144,-,8,2.0,"+1,378","6,581",33,9,1/157,-,48,2.0,"-1,690","6,788",22,12,1/200,-,32,2.0,-806,"3,968",14,7,1/189,-,38,6.0,"+3,273","5,076",29,17,1/110,-,42,4.0
2025-08-02,土,はい,"+1,752","3,260",16,12,1/116,-,16,3.0,-575,"5,000",20,10,1/167,-,18,2.0,"-3,096","7,754",25,11,1/215,-,28,6.0,"-3,618","5,281",10,10,1/264,-,22,1.0,"+1,859","5,339",30,5,1/153,-,12,6.0,"+1,532","4,407",24,8,1/138,-,6,-,+686,"9,475",44,14,1/163,-,38,10.0,"+1,985","4,907",24,15,1/126,-,19,1.0,"-1,675","5,200",16,13,1/179,-,62,24.0,"+1,350","3,435",18,8,1/132,-,13,1.0,"-1,614","4,743",17,5,1/216,-,21,2.0,-818,"7,987",29,18,1/170,-,70,8.0
2025-08-01,金,いいえ,+437,"2,345",11,6,1/138,-,21,7.0,"+3,678","3,236",25,6,1/104,-,11,5.0,+198,"6,380",26,17,1/148,-,14,3.0,"+1,189","7,253",35,13,1/151,-,11,5.0,-227,"4,509",19,6,1/180,-,31,9.0,+928,"1,961",12,3,1/131,-,6,-,"+2,240","4,706",28,7,1/134,-,42,11.0,"+3,182","2,693",21,7,1/96,-,22,1.0,+514,"5,299",21,16,1/143,-,31,9.0,"-3,225","6,019",13,17,1/201,-,22,1.0,"+2,592","6,496",32,21,1/123,-,11,5.0,"-1,520","6,836",24,11,1/195,-,65,23.0
2025-07-31,木,いいえ,"-2,644","5,891",13,18,1/190,-,28,3.0,+663,"2,700",14,4,1/150,-,19,3.0,-843,"3,815",14,6,1/191,-,24,5.0,"+2,216","7,602",40,14,1/141,-,16,8.0,-514,"7,276",27,16,1/169,-,30,2.0,-121,"2,909",12,6,1/162,-,7,-,"-4,191","6,159",14,9,1/268,-,45,11.0,"+1,584","8,716",38,25,1/138,-,34,4.0,+395,"2,926",15,2,1/172,-,51,6.0,"-1,141","1,182",2,1,1/394,-,8,1.0,"+2,589","3,682",23,6,1/127,-,25,1.0,+585,"2,514",12,5,1/148,-,63,12.0
2025-07-30,水,はい,"-3,669","4,706",10,5,1/314,-,22,6.0,+133,"2,966",13,5,1/165,-,34,4.0,"+3,480","4,773",26,21,1/102,-,30,8.0,"+2,739","5,217",29,12,1/127,-,16,10.0,+175,"5,309",21,14,1/152,-,35,1.0,+263,"3,739",18,4,1/170,-,6,-,"+2,095","6,089",33,9,1/145,-,41,6.0,"-1,728","6,963",23,15,1/183,-,48,7.0,"-3,211","7,420",22,9,1/239,-,57,9.0,+502,"3,919",18,6,1/163,-,6,-,-952,"2,761",8,6,1/197,-,66,9.0,"-2,022","2,956",6,6,1/246,-,89,23.0
2025-07-29,火,いいえ,+75,"2,033",8,6,1/145,-,14,5.0,"-3,409","3,578",6,3,1/398,-,41,9.0,"+1,395","4,861",26,7,1/147,-,55,3.0,"-1,566","4,298",14,8,1/195,-,24,10.0,-10,"2,997",13,4,1/176,-,52,1.0,"+1,844","4,793",26,8,1/141,-,6,-,"+1,642","4,279",22,10,1/134,-,42,1.0,"+5,031","5,330",37,12,1/109,-,32,3.0,"-2,347","3,781",9,6,1/252,-,72,17.0,+590,"5,331",23,14,1/144,-,9,3.0,-23,"2,728",11,7,1/152,-,29,5.0,-853,"5,182",19,12,1/167,-,51,9.0
2025-07-28,月,いいえ,"+3,532","4,562",32,5,1/123,-,16,4.0,-226,"5,452",23,9,1/170,-,12,1.0,"-1,262","6,401",22,11,1/194,-,60,3.0,"-1,971","4,329",13,5,1/241,-,11,3.0,-987,"5,681",20,13,1/172,-,41,5.0,"+4,912","3,837",29,12,1/94,-,6,-,"-3,113","5,958",15,13,1/213,-,57,16.0,-371,"4,726",19,8,1/175,-,84,24.0,"-3,381","6,331",16,10,1/244,-,32,7.0,"+1,325","7,932",39,11,1/159,-,8,2.0,"-1,668","4,545",12,13,1/182,-,25,9.0,"-2,110","5,693",18,8,1/219,-,36,4.0
2025-07-27,日,はい,"+3,478","7,377",43,9,1/142,-,26,1.0,"+1,834","8,769",38,26,1/137,-,16,8.0,"-1,419","6,990",24,13,1/189,-,35,9.0,"+4,202","5,588",40,4,1/127,-,6,-,"+6,465","4,135",38,9,1/88,-,22,6.0,"+4,452","8,918",51,18,1/129,-,6,-,"-4,726","6,439",15,9,1/268,-,39,4.0,"-4,301","6,831",18,6,1/285,-,49,10.0,-475,"5,662",24,9,1/172,-,24,2.0,"+2,144","5,261",28,12,1/132,-,8,2.0,"+2,831","5,367",31,12,1/125,-,22,6.0,"-1,640","6,976",25,10,1/199,-,25,1.0
2025-07-26,土,はい,"-1,332","5,814",20,11,1/188,-,34,1.0,"+1,190",973,7,4,1/88,-,25,2.0,"+2,239","7,553",35,21,1/135,-,19,5.0,+873,"6,526",31,12,1/152,-,6,-,-862,"3,687",14,5,1/194,-,56,22.0,+713,"5,682",26,10,1/158,-,6,-,"-2,132","5,027",16,6,1/229,-,14,5.0,-678,"6,747",26,13,1/173,-,33,8.0,"+6,170","6,664",47,13,1/111,-,19,5.0,+477,"7,095",31,13,1/161,-,9,3.0,+262,"5,217",23,9,1/163,-,23,1.0,-839,"3,696",12,8,1/185,-,22,3.0
2025-07-25,金,いいえ,"+3,474","4,844",31,13,1/110,-,26,2.0,"-1,198","5,671",21,9,1/189,-,52,1.0,"-2,963","5,301",14,7,1/252,-,42,11.0,-629,"7,541",31,12,1/175,-,13,3.0,"-2,069","5,025",17,5,1/228,-,51,9.0,"+1,501","1,315",10,3,1/101,-,6,-,"+2,237","1,325",12,4,1/83,-,6,-,-913,"3,230",10,6,1/202,-,24,6.0,"-3,058","3,832",7,5,1/319,-,28,2.0,+972,"3,008",16,6,1/137,-,18,5.0,"-4,157","3,531",3,3,1/589,-,31,3.0,-156,"1,495",5,5,1/150,-,10,4.0
2025-07-24,木,いいえ,"-1,799","5,846",19,12,1/189,-,91,43.0,"-1,432","6,045",20,13,1/183,-,48,17.0,"-3,946","7,845",22,13,1/224,-,28,3.0,"+3,326","6,565",36,15,1/129,-,16,1.0,"-3,874","5,006",9,10,1/263,-,31,3.0,"+1,025","3,531",18,7,1/141,-,9,3.0,"-1,335","5,543",20,10,1/185,-,18,2.0,-732,"3,344",11,5,1/209,-,15,6.0,"+4,098","5,703",38,7,1/127,-,25,3.0,+280,"2,808",12,7,1/148,-,22,4.0,"-1,009","4,669",16,12,1/167,-,16,1.0,"+2,384","4,090",23,11,1/120,-,6,-
2025-07-23,水,いいえ,-70,"5,902",24,14,1/155,-,53,12.0,+377,"2,754",14,3,1/162,-,23,1.0,"-1,246","2,933",7,8,1/196,-,11,2.0,"+1,174","4,310",21,9,1/144,-,23,1.0,"-2,405","2,785",5,4,1/309,-,22,8.0,"+1,133","3,482",19,4,1/151,-,9,1.0,+782,"5,004",22,12,1/147,-,14,3.0,"+1,616","3,574",21,5,1/137,-,11,2.0,"-6,063","7,562",13,13,1/291,-,33,10.0,"-2,133","4,483",13,8,1/213,-,41,8.0,"+6,080","5,090",39,14,1/96,-,8,2.0,"+1,979","2,469",14,11,1/99,-,6,-
2025-07-22,火,いいえ,-326,"1,624",6,2,1/203,-,26,4.0,"+3,213","5,564",33,10,1/129,-,22,3.0,"+2,773","7,310",34,24,1/126,-,8,2.0,+402,"3,422",16,5,1/163,-,41,10.0,"+1,507","5,503",28,10,1/145,-,19,4.0,"+1,667","3,962",24,4,1/142,-,9,1.0,+906,"3,625",19,6,1/145,-,15,1.0,+143,"1,266",6,2,1/158,-,14,5.0,"+1,770","3,804",20,11,1/123,-,30,4.0,-458,745,3,1,1/186,-,31,1.0,-324,"2,053",8,3,1/187,-,15,1.0,+784,"1,489",8,4,1/124,-,6,-
2025-07-21,月,いいえ,-347,"2,952",11,6,1/174,-,26,7.0,"-2,140","4,496",13,7,1/225,-,49,23.0,"+1,095","3,696",19,7,1/142,-,14,-,-839,"5,147",20,7,1/191,-,54,2.0,"+5,644","4,639",38,7,1/103,-,19,3.0,"+2,586","5,755",33,11,1/131,-,14,-,+766,"3,344",17,7,1/139,-,15,1.0,"+2,310","4,397",25,12,1/119,-,14,-,-797,"5,944",23,10,1/180,-,52,3.0,"+1,032","3,275",15,9,1/136,-,19,3.0,"-2,468","3,671",9,4,1/282,-,14,-,-80,"8,707",36,13,1/178,-,16,1.0
2025-07-20,日,はい,-492,"7,791",29,18,1/166,-,17,1.0,"-1,425","5,098",17,13,1/170,-,44,5.0,"+2,190","7,820",39,17,1/140,-,16,1.0,"+2,312","7,260",34,22,1/130,-,58,8.0,-169,"2,464",11,1,1/205,-,39,15.0,-498,"6,384",25,14,1/164,-,24,2.0,+530,"4,949",22,10,1/155,-,20,3.0,"-2,998","4,720",13,4,1/278,-,22,2.0,"+2,756","6,434",32,19,1/126,-,50,6.0,"+4,663","6,131",38,18,1/109,-,39,15.0,"+4,450","5,938",35,19,1/110,-,15,7.0,"-1,128","4,893",19,4,1/213,-,8,-
2025-07-19,土,はい,+144,"3,690",15,7,1/168,-,19,3.0,"-1,379","2,880",9,2,1/262,-,41,5.0,-861,"4,076",12,13,1/163,-,34,4.0,"-1,463","6,517",25,7,1/204,-,87,22.0,-981,"1,994",6,3,1/222,-,22,3.0,-380,"3,130",12,6,1/174,-,16,7.0,"+1,501","7,240",33,18,1/142,-,30,8.0,+747,"4,315",21,8,1/149,-,9,-,-259,"3,234",13,5,1/180,-,65,24.0,"-2,704","3,841",9,3,1/320,-,88,1.0,+466,"4,352",17,12,1/150,-,36,2.0,+733,"5,052",24,9,1/153,-,9,-
2025-07-18,金,いいえ,"-2,630","5,588",14,14,1/200,-,21,2.0,"-1,225","2,862",10,2,1/239,-,39,18.0,"+1,149","4,737",26,5,1/153,-,19,2.0,"-2,525","5,265",14,11,1/211,-,88,17.0,"+2,384","1,445",13,4,1/85,-,19,2.0,-175,"4,192",14,15,1/145,-,17,1.0,"-4,056","7,713",21,11,1/241,-,53,11.0,-53,"5,064",21,10,1/163,-,15,-,"-3,021","3,232",4,6,1/323,-,62,9.0,-701,"7,098",28,11,1/182,-,71,9.0,+727,"3,515",17,8,1/141,-,42,3.0,"+4,836","4,676",33,14,1/99,-,16,1.0
2025-07-17,木,いいえ,"+1,605","5,996",30,12,1/143,-,8,-,"+2,830","5,937",35,12,1/126,-,42,3.0,"+2,831","4,408",26,14,1/110,-,39,9.0,-193,"2,137",8,4,1/178,-,54,10.0,"-1,270","4,236",14,6,1/212,-,27,5.0,"+4,133","5,775",36,12,1/120,-,22,1.0,"+4,526","3,237",29,6,1/92,-,44,2.0,"+2,103","3,955",23,8,1/128,-,14,6.0,"+3,096","2,182",17,8,1/87,-,58,4.0,-279,"5,692",21,14,1/163,-,30,3.0,"+1,187","2,004",14,0,1/143,-,58,4.0,"+2,502","5,512",30,12,1/131,-,21,7.0
2025-07-16,水,いいえ,"+2,829","1,627",15,5,1/81,-,8,-,+645,"2,869",14,6,1/143,-,60,4.0,"-1,734","3,305",10,3,1/254,-,56,1.0,-474,"3,752",16,5,1/179,-,55,9.0,"-2,348","2,356",3,3,1/393,-,16,8.0,+208,"1,726",9,3,1/144,-,28,10.0,"-1,825","3,729",9,8,1/219,-,46,18.0,-552,"1,680",7,2,1/187,-,28,10.0,"-6,204","6,686",9,11,1/334,-,89,25.0,"-1,023","1,360",2,4,1/227,-,18,2.0,+182,"2,429",11,4,1/162,-,64,4.0,+429,"3,028",14,8,1/138,-,56,1.0
2025-07-15,火,いいえ,"-1,381","4,717",17,5,1/214,-,18,2.0,+281,"2,454",12,4,1/153,-,59,10.0,-925,"2,643",8,5,1/203,-,31,7.0,"-1,440","2,719",8,2,1/272,-,49,18.0,"+1,754","2,627",15,8,1/114,-,14,-,"-1,040","2,072",6,3,1/230,-,24,1.0,"+2,292","2,560",15,12,1/95,-,23,5.0,"+1,239","1,108",9,2,1/101,-,16,2.0,"-1,262","2,694",9,2,1/245,-,74,15.0,+655,"3,085",15,6,1/147,-,16,2.0,"-1,223","2,263",6,3,1/251,-,78,4.0,-423,"2,161",7,5,1/180,-,59,10.0
2025-07-14,月,いいえ,+288,625,4,1,1/125,-,16,1.0,"-3,140","4,208",10,4,1/301,-,91,11.0,-14,655,5,0,1/131,-,30,11.0,"-1,970","5,068",17,7,1/211,-,31,1.0,-607,"3,747",13,9,1/170,-,15,-,+938,996,7,2,1/111,-,17,1.0,"-2,171","6,269",18,14,1/196,-,80,8.0,"-1,004",713,0,1,1/713,-,19,2.0,-358,"3,388",13,7,1/169,-,72,14.0,"-2,799","2,430",2,4,1/405,-,19,2.0,"-4,475","3,489",1,7,1/436,-,50,19.0,"+2,285","2,098",16,4,1/105,-,58,8.0
2025-07-13,日,はい,"-1,137","2,471",7,5,1/206,-,23,2.0,"-1,364","3,757",14,2,1/235,-,79,5.0,"-1,927","3,977",12,6,1/221,-,25,2.0,-179,"5,232",23,8,1/169,-,21,1.0,"+1,856","5,588",29,11,1/140,-,16,2.0,+73,"5,047",22,9,1/163,-,20,4.0,"-2,466","5,019",15,5,1/251,-,74,30.0,"+2,239","6,295",30,18,1/131,-,14,2.0,"-2,992","5,749",15,10,1/230,-,44,4.0,+731,"3,031",15,7,1/138,-,12,-,-926,"5,024",20,6,1/193,-,40,15.0,"-1,880","5,231",17,8,1/209,-,89,10.0
2025-07-12,土,はい,"+4,702","3,694",28,12,1/92,-,21,4.0,"-2,040","7,185",23,16,1/184,-,54,2.0,"+2,621","5,995",34,10,1/136,-,25,4.0,"-2,321","3,539",7,8,1/236,-,16,-,-208,"1,767",6,4,1/177,-,17,1.0,"-3,521","6,892",18,14,1/215,-,28,3.0,"-1,438","3,970",9,13,1/180,-,52,12.0,-519,"4,137",16,8,1/172,-,25,4.0,"-2,159","3,152",7,4,1/287,-,40,12.0,"-1,050","4,200",15,7,1/191,-,16,-,-238,"3,151",12,5,1/185,-,21,4.0,"-2,508","4,281",10,7,1/252,-,88,34.0
2025-07-11,金,いいえ,+570,"1,796",10,1,1/163,-,45,17.0,"-3,079","6,242",18,8,1/240,-,49,4.0,"-3,020","4,455",8,10,1/248,-,49,4.0,"+6,029","5,892",39,22,1/97,-,9,-,"+3,414","4,586",28,14,1/109,-,13,1.0,"-2,756","4,315",10,7,1/254,-,21,3.0,"-2,966","4,406",10,9,1/232,-,28,2.0,-131,"3,911",15,9,1/163,-,18,5.0,-676,918,3,1,1/230,-,26,2.0,"+2,269","3,914",21,12,1/119,-,12,3.0,-258,740,4,2,1/123,-,24,3.0,-421,"2,742",9,7,1/171,-,75,26.0
2025-07-10,木,はい,"+2,001","3,474",18,13,1/112,-,58,8.0,"-4,405","6,387",13,11,1/266,-,30,7.0,"+2,829","5,008",28,14,1/119,-,19,1.0,"-1,270","4,445",15,7,1/202,-,23,2.0,"+2,033","3,626",24,1,1/145,-,18,7.0,"+4,003","6,194",36,20,1/111,-,11,-,"+3,684","2,233",20,7,1/83,-,23,2.0,"-1,514","4,989",17,7,1/208,-,11,-,"+3,539","2,895",22,7,1/100,-,18,7.0,"+7,577","7,644",56,17,1/105,-,21,2.0,-51,"4,063",18,4,1/185,-,18,7.0,"-2,535","3,487",6,8,1/249,-,50,20.0
2025-07-09,水,いいえ,"-1,943","3,679",12,3,1/245,-,89,48.0,"+1,310","1,647",10,7,1/97,-,15,1.0,+748,"3,464",19,4,1/151,-,38,8.0,+527,965,5,3,1/121,-,9,3.0,"-2,569","4,387",11,7,1/244,-,21,6.0,"+1,254",566,6,2,1/71,-,14,5.0,"+2,527","4,098",26,5,1/132,-,30,8.0,+344,343,2,2,1/86,-,6,-,+166,"2,387",10,6,1/149,-,41,2.0,-362,707,2,3,1/141,-,22,1.0,"+3,422","1,489",16,4,1/74,-,21,6.0,-802,"5,024",19,7,1/193,-,39,1.0
2025-07-08,火,いいえ,"-1,634","4,392",14,6,1/220,-,84,24.0,"-3,730","5,073",11,7,1/282,-,18,2.0,"-1,315","5,536",18,13,1/179,-,36,18.0,+110,"4,305",18,9,1/159,-,9,1.0,"+2,614","4,368",24,14,1/115,-,16,2.0,"+4,421","7,171",46,9,1/130,-,14,2.0,"-3,804","6,325",16,7,1/275,-,48,2.0,"+1,520","1,312",10,2,1/109,-,8,-,"-2,044","5,171",16,8,1/215,-,60,12.0,"+3,392","4,641",29,11,1/116,-,12,3.0,"+2,386","9,343",44,24,1/137,-,46,10.0,-852,"1,453",4,1,1/291,-,18,2.0
2025-07-06,日,はい,-433,"4,148",17,7,1/173,-,85,21.0,"+3,998","2,113",21,4,1/85,-,6,-,-167,"3,321",13,8,1/158,-,32,4.0,+819,"4,150",19,11,1/138,-,9,3.0,"-1,957","3,225",9,4,1/248,-,24,1.0,"-2,112","4,152",11,7,1/231,-,16,2.0,"-1,971","4,532",14,6,1/227,-,23,5.0,-664,"1,928",6,5,1/175,-,18,2.0,"+1,133","2,890",15,8,1/126,-,58,26.0,-596,"3,268",13,3,1/204,-,28,4.0,"-1,409","6,899",21,23,1/157,-,64,6.0,"+2,240","1,889",13,8,1/90,-,14,5.0
